COUNTRY	Argentina	Aruba	Australia	Austria	Bahamas, The	Bahrain, Kingdom of	Barbados	Belgium	Bermuda	Brazil	Bulgaria	Canada	Cayman Islands	Chile	China, P.R.: Hong Kong	China, P.R.: Macao	Colombia	Costa Rica	Cyprus	Czech Republic	Denmark	Egypt	Estonia	Finland	France	Germany	Gibraltar	Greece	Guernsey	Hungary	Iceland	India	Indonesia	Ireland	Isle of Man	Israel	Italy	Japan	Jersey	Kazakhstan	Korea, Republic of	Kuwait	Lebanon	Luxembourg	Malaysia	Malta	Mauritius	Mexico	Netherlands	Netherlands Antilles	New Zealand	Norway	Pakistan	Panama	Philippines	Poland	Portugal	Romania	Russian Federation	Singapore	Slovak Republic	South Africa	Spain	Sweden	Switzerland	Thailand	Turkey	Ukraine	United Kingdom	United States	Uruguay	Venezuela, República Bolivariana de	SEFER + SSIO (**)	Value of Total Investment
New Zealand	0 	0 	1556 	153 	0 	0 		210 	810 		0 	286 		4 	607 	17 	10 	0 	2 		49 			19 	3306 	586 		1 	209 	1 		0 		892 	2 	4 	267 	2773 	1004 	4 	41 		0 	2281 	10 	0 	3 		351 	0 		367 			0 	0 	0 		0 	407 	0 	0 	227 	94 	624 	0 			5957 	12034 	0 	0 	C 	35168 
Nicaragua	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	C 		0 	0 	0 		0 				0 	0 						0 		1 	7 	0 	0 	0 					0 	15 		0 			0 	0 		1 		45 	0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	38 	0 	0 		107 
Niger	0 	0 		0 	0 	0 		3 	0 		0 	0 		0 	0 		0 		0 	0 	0 				0 	0 						0 		0 		0 		0 					0 	0 		0 	0 		0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 	C 	4 
Nigeria	0 	0 	C 	18 	0 	0 		0 	0 		0 	0 		0 	25 		0 		0 		72 	6 			125 	12 			37 			1 		15 		0 	16 	5 	27 				1 	49 		0 	321 		57 	0 		0 			0 	0 	0 		0 		0 	0 	0 		0 	0 			275 	C 	0 	0 		1065 
Niue	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		1 				0 	0 						0 		0 		0 	4 	0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		6 
Norfolk Island	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		0 
Norway	0 	0 	619 	1139 	97 	3 	2 	872 	328 	1 	4 	1000 	86 	0 	2419 	87 	0 		217 	92 	1725 	0 	17 	1485 	4689 	6067 		74 	389 	1 	103 	0 		3386 	108 	40 	1362 	12462 	887 	3 	80 		0 	9314 	10 	38 			2238 	3 	36 				10 	C 	252 		0 	1033 	9 	5 	1605 	3640 	4932 	0 			13469 	30477 	0 	0 	C 	106916 
Oman	0 	0 		0 	0 	118 		0 	0 		0 	0 		0 	0 		0 		1 		0 	0 			2 	0 			19 			0 		0 		0 	5 	0 	52 			21 	0 	57 		0 			0 	0 		4 			0 	0 	0 		0 		0 	0 	0 		0 	0 			24 	C 	0 	0 		305 
Pakistan	0 	0 		3 	0 	33 		0 	0 		0 	4 		0 	31 		0 		0 		16 	0 			2 	10 						0 		0 	1 	0 	5 	10 			4 		0 	20 		0 	308 		4 	0 					0 	0 	0 		0 		0 	0 	0 		3 	0 			86 	147 	0 	0 	C 	686 
Palau	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Panama	34 	0 	4 	68 	191 	0 		34 	22 	54 	0 	282 	28 	0 	136 	0 	6 	25 	0 		266 			4 	298 	320 			12 			0 		117 	1 	5 	277 	297 	42 	1 			0 	869 		0 		8 	666 	4 		125 			0 	0 	0 		0 		0 	15 	77 	139 	560 	0 			147 	24303 	2 	7 	C 	29446 
Papua New Guinea	0 	0 	45 	1 	0 	0 		0 	0 		0 	9 		0 	4 		0 		0 		0 				14 	20 			1 			0 		3 		0 	1 	1 					0 	195 	0 	0 			18 	0 		0 			0 	0 	0 		0 		0 	0 	0 	1 	18 	0 			8 	314 	0 	0 		654 
Paraguay	0 	0 		0 	0 	0 		0 	0 	4 	0 	0 		0 	4 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	2 		0 			0 	0 					0 	0 	0 		0 		0 	2 	0 		0 	0 			C 	0 	0 	0 		12 
Peru	0 	0 	7 	63 	19 	0 		13 	23 	0 	0 	115 		0 	2 		0 	0 	0 		241 			6 	85 	366 		4 	22 			0 		97 		0 	286 	64 	14 				0 	1098 		0 			331 	0 				12 	0 	0 	0 		0 		0 	0 	29 	3 	48 	0 			872 	3875 	0 	0 	C 	7697 
Philippines	0 	0 	C 	71 	7 	0 		14 	42 	0 	0 	205 	71 	0 	815 	0 	0 	3 	20 		283 			2 	747 	313 			90 			0 	15 	832 	0 	0 	286 	1394 	292 		38 		2 	1586 	11 	0 	3 		603 	0 		2 		3 		0 	0 		0 	1068 	0 	0 	6 	71 	599 	4 	1 		1999 	5690 	0 	0 	C 	17186 
Pitcairn Islands	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		0 
Poland	0 	0 	51 	3080 	0 	15 		599 	23 		4 	187 		17 	42 	1 	0 		56 	456 	799 		76 	285 	2621 	7556 		458 	126 	60 		0 		1895 	0 	0 	695 	2092 	37 	4 			0 	9852 		0 			1870 	0 		264 		2 	0 		61 		21 	114 	20 	18 	313 	347 	379 	0 			7058 	5625 	0 	0 	C 	47177 
Portugal	1 	0 	C 	1835 	32 	22 		8457 	124 	142 	0 	358 	64 	0 	245 	9 	0 		79 	169 	115 	3 	2 	1020 	34369 	19383 		207 	170 	0 	1 	0 		7940 	22 	10 	8480 	1510 	1572 	1 	1 	25 	1 	9622 		0 			7090 	0 	62 	803 		2 	0 	C 			0 	357 	6 	0 	4604 	245 	856 	0 	1 		13426 	6386 	0 	0 	C 	129827 
Puerto Rico	0 	0 		1 	0 	0 	2 	1 	5 	4 	0 	87 		0 	5 		2 		0 		3 				12 	0 			5 			0 		26 		0 	176 	32 	4 		10 		0 	53 		0 			45 	0 		0 			0 	0 	0 		0 		0 	0 	0 	7 		0 			52 		0 	0 	C 	532 
Qatar	0 	0 		14 	0 	41 		0 	0 		0 	0 		0 	0 		0 		32 		39 				33 	34 			5 			0 		16 		0 	4 	75 	75 		1 	476 	1 	74 	5 	0 			135 	0 		15 	3 		0 	0 	0 		0 		0 	0 	0 		18 	11 	2 		224 	C 	0 	0 	C 	1334 
Reunion	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 	1 		0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		1 
Romania	0 	0 		324 	0 	0 		11 	0 		27 	0 		0 	C 		0 		169 	5 	61 	3 	20 		61 	786 		583 	73 	5 		0 		46 		0 	335 	0 	12 				0 	712 		0 			214 	0 		0 			0 	C 	0 		0 		0 	0 	4 	47 	32 	0 			943 	172 	0 	0 	C 	4646 
Russian Federation	0 	0 	91 	1207 	70 	3 		62 	166 	0 	3 	360 	23 	7 	61 	1 	0 	1 	765 	26 	1066 	8 	39 	12 	1006 	2318 		251 	2324 	82 		0 		785 	30 	0 	1267 	339 	1165 		25 		0 	7130 		0 			2574 	2 	4 	166 		1 	26 	21 	0 			102 	4 	1 	62 	1673 	1595 	0 	5 	1 	10220 	21314 	0 	0 	C 	58463 
Rwanda	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 	7 		0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		7 
Saint Helena	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 	0 	0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Saint Pierre and Miquelon	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		0 
Samoa	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
San Marino	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 	83 	0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		83 
Sao Tome and Principe	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		14 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		14 
Saudi Arabia	0 	0 		0 	0 	1148 		16 	0 		0 	0 		0 	36 		0 		0 		0 	420 			0 	0 			186 			0 		0 		0 	0 	0 				645 	1 	0 	7 	0 			227 	0 			92 		0 	0 	0 		0 		0 	0 	0 		7 	0 			C 	C 	0 	0 		2786 
Senegal	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	C 		0 		0 		7 				13 	0 						0 		0 		0 		0 	25 				0 	9 		0 			0 	0 		5 			0 	0 	0 		0 		0 	0 	0 		3 	0 			0 	0 	0 	0 	C 	62 
Serbia, Republic of	0 	0 		15 	0 	0 		0 	0 		2 	0 		0 	0 		0 		0 		0 				0 	3 		4 	5 			0 		1 		0 	0 	0 	2 				0 	45 		0 			65 	0 					0 	0 	0 		0 		0 	0 	0 	23 	0 	0 			33 	1 	0 	0 	C 	199 
Seychelles	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 	0 	0 					0 	0 		0 	9 		0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		9 
Sierra Leone	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Singapore	0 	0 	770 	168 	5 	0 		127 	159 	0 	0 	1219 	0 	0 	7005 	105 	0 		1 	1 	179 			303 	1053 	778 		11 	158 	0 	6 	4 	56 	1280 	12 	10 	558 	3318 	365 	5 	315 		1 	4256 	514 	0 	916 		2504 	1 	46 	849 		2 	26 	C 	0 		0 		0 	4 	88 	595 	756 	8 			10705 	29195 	0 	0 	C 	68434 
Sint Maarten																																																																										
Slovak Republic	0 	0 		909 	0 	0 		151 	0 		0 	1 		0 	C 		0 		22 	633 	51 		3 		97 	1930 		25 	22 			0 		20 		0 	48 	58 			5 		0 	1192 		0 			151 	0 					0 	C 	0 		0 	0 		0 	130 	2 	2 	0 			421 	190 	0 	0 	C 	6063 
Slovenia	0 	0 		518 	0 	0 		52 	18 	0 	7 	0 		3 	C 		0 		33 	43 	0 		4 		250 	783 		14 				0 		198 		0 	272 	3 	2 				0 	345 		0 			142 	0 		33 			0 	0 	0 		0 		2 	0 	24 	3 	52 	0 			401 	37 	0 	0 	C 	3237 
Solomon Islands	0 	0 		0 	0 	0 		0 	0 	0 	0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Somalia	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 	0 	0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			C 	0 	0 	0 		0 
South Africa	0 	0 	210 	370 	0 	39 		199 	3047 	0 	0 	743 		1 	87 	0 	0 		16 	0 	403 	18 			831 	2746 		266 	411 	161 		0 		1190 	31 	0 	643 	1392 	129 		11 		0 	5196 		0 	1100 		2175 	0 		475 		2 	22 	C 	258 		0 	289 	0 		17 	55 	883 	65 			9661 	24647 	0 	0 	C 	57790 
South Sudan																																																																										
Spain	609 	0 	1433 	6902 	11 	0 	3 	22577 	699 	12 	117 	4692 	103 	62 	894 	18 	2 		126 	103 	4415 	15 	6 	9488 	139355 	120253 	2 	208 	3329 	5 	22 	0 		43304 	41 	7 	20694 	24208 	1787 	73 	34 		4 	59847 	8 	71 		3 	45596 	21 	109 	9569 		1 	5 	30 	7981 		0 	1766 	6 	46 		6341 	6199 	0 	0 		53051 	68905 	3 	1 	18059 	683229 
Sri Lanka	0 	0 		1 	0 	0 		8 	0 		0 	0 		0 	31 		0 		0 		8 				0 	0 			1 			0 		3 		0 	0 	0 					0 	41 	0 	0 	77 		1 	0 		1 	6 		0 	0 	0 		0 	70 	0 	0 	0 		1 	0 			66 	79 	0 	0 	C 	394 
St. Kitts and Nevis	0 	0 		0 	0 	0 	1 	0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 	56 	58 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		115 
St. Lucia	0 	0 		0 	10 	0 	2 	0 	0 		0 	0 	8 	0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		1 	0 			0 	49 	0 	0 	C 	69 
St. Vincent and the Grenadines	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 			0 			0 		0 		0 	3 	0 					0 	0 		0 			0 	0 		0 			0 	0 	0 		0 		0 	0 	0 		36 	0 			0 	0 	0 	0 		39 
Sudan	0 	0 		0 	0 	9 		0 	0 		0 	0 		0 	0 		0 		0 		0 	15 			0 	0 						0 		0 		0 		0 				10 	0 	1 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			C 	0 	0 	0 		36 
Suriname	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Swaziland	2 	0 	C 	0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 	1 	0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	1 	0 		0 	0 			0 		0 	0 		5 
Sweden	11 	0 	975 	1931 	0 	103 	202 	3565 	2014 	3 	3 	2896 	56 	21 	2322 	63 	4 	0 	375 	120 	14305 	13 	33 	16442 	19286 	18375 	20 	91 	2397 	14 	313 	2 	0 	10703 	1815 	79 	5290 	23652 	2717 	39 	20 	142 	3 	41716 	10 	68 	33 	0 	9833 	10 	37 	8823 		0 	30 	508 	496 		9 	1247 	1 	16 	2913 		8552 	0 	0 		32527 	62398 	40 	0 	11008 	310693 
Switzerland	33 	0 	2710 	2685 	69 	133 	331 	3207 	1333 	68 	0 	9246 	136 	66 	1494 	9 	0 	1 	115 	33 	3274 	29 	7 	2107 	20276 	27743 	8 	542 	583 	6 	60 	1 	1 	8352 	109 	58 	9016 	12198 	1982 	52 	38 	19 	9 	32866 	70 	3 	9 	20 	15019 	68 	146 	4201 		3 	6 	6 	344 	4 	1 	1483 	14 	242 	2780 	8259 		5 	8 	0 	43140 	142013 	2 	5 	C 	358854 
Syrian Arab Republic	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Taiwan Province of China	0 	0 	259 	91 	10 	0 		88 	18 	0 	0 	990 		0 	2777 	10 	0 		1 		471 	0 			1029 	542 			359 	0 		0 		1655 	1 	1 	718 	853 	162 		22 		0 	7399 	12 	0 	142 		2931 	0 		593 			8 	0 	0 		0 	4519 	0 	0 	1 	434 	845 	3 			15874 	34887 	0 	0 	C 	77709 
Tajikistan	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 	C 	0 
Tanzania	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 	15 		0 	0 		5 			0 	0 	0 		0 		0 	0 	0 	1 	0 	0 			C 	0 	0 	0 		21 
Thailand	0 	0 	157 	48 	0 	0 		20 	4 	0 	0 	405 		0 	2298 	1 	0 		2 	0 	249 			140 	375 	607 		1 	178 	0 		1 		583 	13 	2 	293 	982 	168 		35 		0 	2931 	15 	0 	94 		892 	1 		69 			3 	C 	0 		0 	3916 	0 	1 	1 	71 	255 				4366 	7113 	0 	0 	C 	26289 
Timor-Leste, Dem. Rep. of	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Togo	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 	C 	0 
Tokelau Islands	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 			0 			0 	0 	0 	0 		0 
Tonga	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Trinidad and Tobago	0 	0 		0 	0 	0 	9 	0 	16 		0 	2 	68 	5 	1 		0 		4 		0 				0 	1 						0 		30 		0 		109 					0 	13 		0 			0 	0 		36 			0 	0 	0 		0 		0 	0 	0 		288 	0 			499 	503 	0 	0 	C 	1585 
Tunisia	0 	0 		146 	0 	60 		0 	1 		0 	3 		0 	0 		0 		27 		47 	19 			227 	554 			5 			0 		41 		0 	124 	1043 	39 			31 	0 	249 		0 	8 		139 	0 		7 			0 	0 	0 		0 		0 	0 	7 		13 	0 			202 	588 	0 	0 		3579 
Turkey	0 	0 	C 	523 	10 	1428 		169 	28 	0 	19 	159 	34 	0 	41 		0 		1 	1 	442 	61 		13 	440 	4436 		109 	302 	0 		0 		439 	2 	0 	1658 	166 	48 			69 	1 	4212 		3342 			5277 	0 		45 		3 	0 	C 	0 		9 	46 	8 	0 	507 	59 	734 	0 			5087 	8224 	0 	0 	C 	38150 
Turkmenistan	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 	C 	0 
Turks and Caicos Islands	0 	0 		0 	0 	0 		0 	0 	2 	0 	0 		0 	0 		0 		0 	0 	0 				0 	0 						0 		0 		0 		0 					0 	0 		0 	2 		0 	0 				6 	0 	0 	0 		0 		0 	0 	0 		2 	0 			0 	0 	0 	0 		13 
Tuvalu	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	0 		0 		0 		0 				0 	0 						0 		0 		0 		0 					0 	0 		0 			0 	0 					0 	0 	0 		0 		0 	0 	0 		0 	0 			0 	0 	0 	0 		0 
Uganda	0 	0 		0 	0 	0 		0 	0 		0 	0 		0 	1 		0 		0 		0 				0 	0 						0 		0 	0 	0 		0 					0 	1 		0 	23 		0 	0 		4 			0 	0 	0 		0 		0 	0 	0 		0 	0 			4 	0 	0 	0 		34 
Ukraine	0 	0 	2 	112 	0 	0 		3 	6 	0 	0 	18 	1 	0 	2 		0 		4 	2 	203 	14 	10 		29 	260 		4 	70 			0 		53 		0 	204 	49 	89 		50 		0 	555 		0 			245 	0 					1 	C 	0 		48 		0 	0 	11 	2 	42 	0 	0 		485 	1552 	0 	0 	C 	4126 
United Arab Emirates	0 	0 		22 	0 	55 		5 	0 		0 	5 		0 	117 	3 	0 		5 		1 	0 			8 	0 		15 	26 			0 		10 		0 	19 	2 	50 			360 	15 	226 	7 	0 	23 		0 	0 		0 			5 	0 	0 		0 	25 	0 	0 	0 		0 	0 			C 	C 	0 	0 		1004 
United Kingdom	138 	9 	19973 	13948 	676 	2262 	1175 	21519 	18629 	438 	4 	42041 	1325 	1142 	64620 	694 	74 	4 	898 	830 	14891 	65 	135 	13922 	174048 	100676 	197 	9695 	29110 	21 	930 	1 	257 	211023 	17103 	1001 	49966 	124822 	77849 	361 	2084 	1307 	332 	115549 	391 	645 	210 	747 	98654 	399 	2189 	23706 	5 	43 	473 	205 	8243 	0 	499 	36781 	81 	29551 	49199 	31677 	43023 	204 	36 	26 		737754 	89 	4 	C 	2200578 
United States	12154 	291 	83302 	23247 	1580 	6859 	5674 	33344 	200677 	1537 	114 	206145 	39509 	4680 	59651 	1040 	2094 	47 	1493 	853 	38090 	273 	140 	10760 	195241 	134270 	62 	4524 	19817 	180 	1413 	21 	209 	279210 	2083 	10524 	98807 	694382 	76758 	2819 	12733 	3450 	540 	260588 	479 	569 	480 	3783 	284266 	3244 	11803 	60485 	2 	1926 	3212 	2061 	6806 	1 	4309 	66171 	235 	6646 	44413 	75339 	100111 	457 	302 		534075 		541 	3157 	C 	3746054 
