COUNTRY	Argentina	Aruba	Australia	Austria	Bahamas, The	Bahrain, Kingdom of	Barbados	Belgium	Bermuda	Brazil	Bulgaria	Canada	Cayman Islands	Chile	China, P.R.: Hong Kong	China, P.R.: Macao	Colombia	Costa Rica	Cyprus	Czech Republic	Denmark	Egypt	Estonia	Finland	France	Germany	Gibraltar	Greece	Guernsey	Hungary	Iceland	India	Indonesia	Ireland	Isle of Man	Israel	Italy	Japan	Jersey	Kazakhstan	Korea, Republic of	Kuwait	Lebanon	Luxembourg	Malaysia	Malta	Mauritius	Mexico	Netherlands	Netherlands Antilles	New Zealand	Norway	Pakistan	Panama	Philippines	Poland	Portugal	Romania	Russian Federation	Singapore	Slovak Republic	South Africa	Spain	Sweden	Switzerland	Thailand	Turkey	Ukraine	United Kingdom	United States	Uruguay	Vanuatu	Venezuela, República Bolivariana de	SEFER + SSIO (**)	Value of Total Investment
Sao Tome and Principe	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Saudi Arabia	0 	0 	0 	92 	0 	764 	0 	19 	0 	0 	0 	0 	0 	0 	149 	4 	0 	0 	8 	0 	0 	505 		0 	22 	48 	0 	0 	383 	0 	0 	0 	0 	38 	0 	0 	1 	0 	0 	0 	6 	922 	3 	51 	52 		0 	0 	9 	0 	0 	0 	370 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	9 	0 	0 	0 	873 	0 	0 	0 	0 	0 	4330 
Senegal	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	17 	0 	0 	0 	0 	37 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	79 
Serbia, Republic of	0 	0 	0 	71 	0 	0 	0 	0 	0 	0 	1 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	26 	0 	37 	15 	0 	0 	0 	0 	0 	0 	0 	40 	13 	3 	0 	0 	54 	0 	98 	0 		0 	0 	46 	0 	0 	0 	0 	0 	0 	0 	45 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	108 	0 	0 	0 	C 	563 
Seychelles	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	0 		10 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	21 
Sierra Leone	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Singapore	0 	1 	1062 	158 	0 	0 	10 	143 	644 	0 	0 	1612 	21 	1 	7097 	94 	2 	0 	11 	1 	233 	4 		281 	1195 	897 	2 	6 	185 	1 	7 	5 	217 	3026 	12 	5 	404 	4415 	785 	7 	317 	0 	0 	6181 	751 		692 	0 	2562 	6 	23 	1121 	0 	2 	628 	C 	0 	0 	0 		0 	9 	136 	640 	911 	509 	0 	0 	12552 	36361 	0 	15 	0 	472 	86430 
Sint Maarten																																																																											
Slovak Republic	0 	0 	0 	744 	0 	0 	0 	152 	0 	0 	5 	4 	0 	0 	C 	0 	0 	0 	20 	582 	41 	0 	5 	0 	88 	1348 	0 	8 	2 	0 	0 	0 	0 	19 	0 	0 	42 	12 	0 	0 	5 	0 	0 	767 	0 		0 	0 	155 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 			0 	90 	0 	4 	0 	0 	0 	C 	310 	0 	0 	0 	C 	4403 
Slovenia	0 	0 	0 	411 	0 	0 	0 	52 	16 	0 	2 	0 	0 	0 	0 	0 	0 	0 	28 	41 	1 	0 	11 	0 	138 	582 	0 	0 	7 	17 	0 	0 	0 	155 	0 	0 	43 	0 	2 	0 	0 	0 	0 	487 	0 		0 	0 	61 	0 	0 	24 	0 	0 	0 	0 	4 	0 	0 		5 	0 	12 	11 	51 	0 	0 	0 	C 	79 	0 	0 	0 	C 	2239 
Solomon Islands	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Somalia	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
South Africa	0 	0 	C 	379 	0 	0 	0 	246 	10240 	1 	0 	992 	21 	1 	72 	0 	0 	0 	37 	0 	654 	21 		0 	1063 	1130 	2 	38 	512 	170 	0 	0 	0 	1931 	115 	5 	747 	1497 	177 	0 	10 	0 	0 	6305 	0 		305 	0 	3147 	19 	C 	623 	0 	4 	32 	1 	152 	0 	0 	398 	1 		17 	122 	903 	83 	0 	0 	14473 	34212 	0 	0 	0 	C 	80858 
South Sudan																																																																											
Spain	642 	1 	1966 	9051 	18 	0 	7 	23546 	333 	88 	0 	4666 	148 	7 	1042 	13 	1 	0 	132 	104 	5510 	10 	6 	9120 	167660 	139456 	34 	582 	1534 	5 	72 	0 	1 	50302 	22 	9 	24181 	28916 	2189 	93 	51 	29 	3 	74683 	5 	48 	0 	8 	50873 	13 	125 	10639 	0 	1 	23 	74 	11116 	0 	13 	1918 	6 	28 		7316 	6360 	3 	0 	0 	75579 	69821 	1 	0 	0 	17367 	797570 
Sri Lanka	0 	0 	0 	2 	0 	0 	0 	8 	0 	0 	0 	1 	0 	0 	52 	0 	0 	0 	0 	0 	15 	0 		0 	1 	0 	0 	0 	1 	0 	0 	5 	0 	33 	0 	0 	0 	3 	0 	0 	0 	0 	0 	78 	0 		66 	0 	4 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	15 	0 	0 	0 	0 	2 	0 	0 	0 	107 	93 	0 	0 	0 	C 	489 
St. Kitts and Nevis	0 	0 	0 	0 	0 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	27 	0 	0 	0 	0 	0 	0 	3 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	3 	0 	0 	0 	0 	43 
St. Lucia	0 	0 	0 	4 	18 	0 	2 	0 	3 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	1 	0 	0 	0 	C 	98 	0 	0 	0 	C 	133 
St. Vincent and the Grenadines	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	75 	0 	0 	0 	0 	0 	0 	0 	0 	0 	75 
Sudan	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	26 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	14 	0 	1 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	41 
Suriname	0 	0 	0 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11 
Swaziland	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 			0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 
Sweden	3 	1 	1101 	1899 	0 	88 	200 	3752 	1597 	3 	3 	3563 	149 	5 	2517 	58 	9 	0 	464 	124 	13569 	7 	35 	18117 	20039 	17063 	48 	94 	1823 	13 	909 	0 	0 	13469 	295 	118 	5434 	25202 	5200 	75 	127 	119 	6 	36167 	3 	72 	42 	1 	10180 	95 	C 	10886 	0 	1 	30 	613 	433 	0 	18 	1232 	1 	7 	3438 		7728 	0 	0 	0 	53398 	74619 	5 	0 	0 	C 	336269 
Switzerland	10 	5 	2891 	3446 	131 	283 	30 	3925 	1020 	123 	0 	10728 	92 	46 	1258 	67 	10 	0 	24 	38 	4227 	44 	18 	1922 	26538 	22845 	33 	439 	1234 	17 	112 	0 	2 	14243 	125 	98 	7832 	14375 	2264 	94 	159 	23 	32 	35057 	51 	94 	14 	9 	15441 	71 	222 	5570 	0 	20 	41 	528 	383 	4 	8 	1915 	15 	125 	2958 	10784 		0 	26 	0 	54815 	196138 	6 	0 	22 	5438 	450556 
Syrian Arab Republic	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	3 
Taiwan Province of China	0 	0 	539 	146 	0 	0 	0 	109 	519 	0 	0 	1659 	0 	0 	4539 	19 	0 	0 	0 	0 	840 	1 		0 	1417 	580 	0 	0 	457 	0 	0 	0 	0 	3021 	240 	1 	1001 	1347 	172 	0 	25 	0 	0 	10879 	37 		196 	0 	4240 	1 	34 	508 	0 	0 	0 	0 	8 	0 	0 	4576 	0 	7 	0 	750 	969 	0 	0 	0 	22076 	57877 	0 	0 	0 	C 	118792 
Tajikistan	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 
Tanzania	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 		4 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	6 
Thailand	0 	0 	C 	63 	0 	0 	0 	25 	382 	0 	0 	496 	36 	1 	2219 	4 	0 	0 	7 	0 	295 	0 		139 	364 	495 	0 	0 	198 	1 	2 	1 	0 	873 	12 	2 	368 	746 	48 	0 	39 	0 	0 	4477 	76 		131 	0 	827 	13 	C 	147 	0 	0 	18 	C 	0 	0 	0 	5026 	0 	7 	1 	81 	259 		0 	0 	5274 	10537 	0 	0 	0 	C 	33689 
Timor-Leste, Dem. Rep. of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Togo	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	34 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	34 
Tokelau Islands	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Tonga	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	0 
Trinidad and Tobago	0 	1 	0 	0 	0 	0 	212 	0 	13 	0 	0 	2 	51 	5 	C 	0 	0 	0 	3 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	31 	0 	0 	0 	99 	0 	0 	0 	0 	0 	5 	0 		0 	0 	0 	82 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	262 	0 	0 	0 	525 	516 	0 	0 	0 	C 	1808 
Tunisia	0 	0 	0 	177 	0 	52 	0 	0 	3 	0 	0 	1 	3 	0 	1 	0 	0 	0 	44 	0 	55 	14 		0 	180 	583 	0 	0 	5 	0 	0 	0 	0 	77 	0 	0 	129 	811 	38 	0 	0 	24 	0 	236 	0 		9 	0 	180 	0 	0 	13 	0 	0 	0 	0 	8 	0 	0 		0 	3 	12 	0 	7 	0 	0 	0 	308 	639 	0 	0 	0 	0 	3613 
Turkey	0 	0 	C 	1042 	0 	808 	0 	173 	42 	0 	47 	321 	0 	5 	42 	0 	0 	0 	3 	43 	962 	59 	3 	21 	845 	3510 	0 	322 	614 	0 	0 	0 	0 	1031 	0 	32 	2323 	479 	33 	0 	0 	99 	1 	9111 	0 	3891 	0 	0 	7924 	0 	C 	342 	0 	26 	0 	105 	71 	4 	11 	48 	6 	0 	236 	632 	422 	0 		0 	10521 	14200 	2 	0 	0 	C 	60412 
Turkmenistan	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 
Turks and Caicos Islands	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		3 	0 	0 	0 	0 	0 	0 	6 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	12 
Tuvalu	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Uganda	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	5 
Ukraine	0 	0 	C 	182 	0 	0 	0 	3 	1 	0 	5 	28 	6 	0 	C 	0 	0 	0 	104 	4 	257 	22 	13 	0 	20 	452 	0 	100 	57 	10 	0 	0 	0 	173 	0 	0 	259 	28 	22 	0 	0 	0 	0 	640 	0 		0 	0 	519 	0 	C 	1 	0 	0 	22 	C 	12 	0 	8 		0 	0 	17 	13 	41 	0 	0 		2846 	1276 	0 	0 	0 	C 	7140 
United Arab Emirates	0 	0 	0 	330 	130 	523 	0 	5 	0 	0 	0 	10 	0 	0 	488 	50 	0 	0 	75 	0 	5 	57 		0 	61 	242 	0 	2 	94 	0 	0 	0 	0 	222 	0 	0 	33 	4 	15 	0 	19 	886 	168 	272 	110 		119 	0 	55 	19 	0 	38 	2 	0 	5 	0 	0 	0 	0 	300 	0 	1 	40 	0 	128 	0 	0 	0 	841 	0 	0 	0 	0 	0 	5351 
United Kingdom	132 	14 	17976 	15652 	909 	2012 	576 	23234 	30017 	101 	25 	49349 	1086 	801 	69519 	1025 	228 	45 	1532 	924 	17025 	117 	137 	12700 	183239 	109482 	492 	17522 	19920 	39 	1070 	1 	219 	236122 	17373 	1476 	46302 	113991 	74675 	529 	2401 	1377 	268 	135241 	557 	1043 	197 	151 	103075 	428 	2648 	21421 	4 	90 	431 	332 	9708 	0 	1001 	40418 	137 	38475 	53844 	35523 	46426 	231 	59 	42 		814784 	19 	0 	7 	79059 	2456985 
United States	13168 	291 	99349 	23371 	9444 	8947 	10873 	36775 	253564 	2174 	155 	250958 	46775 	6292 	58160 	1112 	4312 	361 	1533 	1167 	42008 	289 	207 	11136 	193259 	135238 	84 	5178 	29302 	516 	1764 	27 	112 	291749 	1644 	14446 	111555 	747747 	100423 	5546 	19668 	4102 	531 	303833 	567 	982 	1323 	6805 	284012 	7461 	10458 	66773 	0 	2262 	2713 	2529 	5890 	1 	11663 	67674 	464 	9109 	44207 	77540 	100693 	616 	98 	0 	589974 		599 	4 	2349 	1197069 	5342979 
Uruguay	1 	0 	C 	88 	18 	0 	0 	1 	1 	71 	0 	25 	0 	2 	3 	0 	0 	5 	0 	0 	164 	0 	0 	0 	44 	239 	0 	2 	180 	0 	0 	0 	0 	48 	322 	0 	106 	158 	14 	0 	0 	0 	0 	414 	0 		0 	0 	151 	0 	0 	0 	0 	0 	0 	0 	11 	0 	0 		0 	0 	23 	0 	33 	0 	1 	0 	327 	1073 		0 	0 	C 	3528 
US Pacific Islands	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	8 
US Virgin Islands	0 	0 	0 	2 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	C 	22 	3 	0 	0 	0 	0 	0 		0 	15 	0 	0 	0 	30 	0 	0 	0 	0 	2 	1 	0 	1 	586 	0 	0 	0 	0 	0 	121 	0 		0 	0 	5 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	4 	0 	0 	0 	0 	0 	799 
Uzbekistan	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 
Vanuatu	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	C 	2 
Vatican	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
Venezuela, Republica Bolivariana de	1 	0 	10 	196 	29 	0 	0 	77 	132 	9 	1 	100 	46 	21 	16 	0 	3 	3 	31 	0 	710 	0 		13 	339 	751 	0 	9 	531 	2 	0 	0 	0 	400 	0 	0 	884 	289 	24 	0 	0 	0 	9 	1877 	0 		0 	0 	754 	335 	0 	2 	0 	147 	5 	0 	6 	0 	0 		1 	0 	115 	0 	131 	0 	5 	0 	5904 	6114 	22 	0 		C 	20056 
Vietnam	0 	0 	C 	24 	0 	0 	0 	0 	0 	0 	0 	6 	0 	0 	C 	0 	0 	0 	53 	0 	48 	0 		0 	13 	79 	0 	0 	12 	0 	0 	0 	0 	14 	0 	0 	3 	12 	0 	0 	0 	0 	0 	67 	0 		0 	0 	18 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	62 	0 	0 	1 	0 	5 	14 	0 	0 	481 	306 	0 	0 	0 	C 	1218 
Virgin Islands, British	0 	0 	0 	206 	34 	0 	1 	105 	2254 	225 	0 	728 	12 	0 	6774 	52 	0 	0 	78 	22 	63 	0 	6 	180 	3874 	274 	3 	76 	2972 	0 	12 	0 	0 	1820 	105 	0 	1969 	1003 	734 	0 	142 	38 	14 	4957 	0 		78 	0 	269 	2668 	C 	44 	0 	5 	0 	0 	413 	0 	1 	613 	0 	44 	294 	145 		5 	0 	0 	3121 	8382 	0 	0 	85 	C 	44901 
Wallis and Futuna	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
West Bank and Gaza	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 
Western Sahara	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Yemen, Republic of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	11 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	1 	0 	0 	0 	C 	0 	0 	0 	0 	0 	13 
Zambia	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	100 	12 	0 	0 	0 	0 	121 
Zimbabwe	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	3 	0 	0 	0 	0 	0 	0 	1 	79 	0 	0 	0 	0 	102 
Not Specified (including Confidential)	0 	5 	13474 	0 	11 	8346 	162 	0 	3 	0 	0 	293 	165 	133 	316 	5 	0 	0 	0 	0 	2525 	2 	0 	1453 	82 	0 	0 	10968 	0 	47 	143 	0 	0 	5592 	705 	6105 	0 	1045 	0 	26 	0 	1464 	30 	2170 	80 	1173 	56 	0 	12447 	0 	5090 	2725 	0 	1 	0 	316 	149 	0 	0 	10531 	0 	19 	45822 	389 	66126 	425 	0 	0 	67461 	2918 	1 	0 	0 	65231 	336228 
