COUNTRY	Argentina	Aruba	Australia	Austria	Bahamas, The	Bahrain, Kingdom of	Barbados	Belgium	Bermuda	Bolivia	Brazil	Bulgaria	Canada	Cayman Islands	Chile	China, P.R.: Hong Kong	China, P.R.: Macao	Colombia	Costa Rica	Curacao and Sint Maarten	Cyprus	Czech Republic	Denmark	Egypt	Estonia	Finland	France	Germany	Gibraltar	Greece	Guernsey	Hungary	Iceland	India	Indonesia	Ireland	Isle of Man	Israel	Italy	Japan	Jersey	Kazakhstan	Korea, Republic of	Kosovo	Kuwait	Latvia	Lebanon	Lithuania	Luxembourg	Malaysia	Malta	Mauritius	Mexico	Mongolia	Netherlands	New Zealand	Norway	Pakistan	Panama	Philippines	Poland	Portugal	Romania	Russian Federation	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sweden	Switzerland	Thailand	Turkey	Ukraine	United Kingdom	United States	Uruguay	Venezuela, República Bolivariana de	SEFER + SSIO (**)	Value of Total Investment
Montserrat	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Morocco	0 		C 	38 		15 	0 	14 	289 		0 	0 	63 		0 	61 		0 			1 		34 			C 	1535 	504 	3 		25 	0 		0 	0 	169 	0 		80 	45 	514 	0 	40 	0 	15 	1 			280 	0 		90 		0 	108 		12 		0 		0 	87 		1 	C 		1 	30 	419 	9 	57 	1 	0 		335 	1011 	0 		C 	5887 
Mozambique	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		1 	10 		0 		0 			0 	0 		0 	0 	1 	0 			0 		0 	0 	0 					2 			440 		0 	0 		23 		0 		0 	80 		0 			0 	38 		0 	0 		0 		12 	0 	0 		0 	607 
Myanmar	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 	C 		0 			0 	0 		0 		0 	21 	0 		0 	21 
Namibia	0 		0 	5 			0 		0 		0 	0 			0 	0 		0 			0 		17 			0 	2 	117 			1 	0 		0 	0 	0 	0 		2 	5 		0 	0 	0 					107 			2 		0 	22 		1 		0 		0 	0 		0 			0 	556 		0 	4 		0 		41 	130 	0 		C 	1013 
Nauru	0 		0 	0 			0 		0 		0 	0 			0 	C 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Nepal	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		4 	0 	0 		0 	4 
Netherlands	2 	10 	15136 	22954 	71 	381 	446 	92643 	14762 	82 	182 	315 	11704 	349 	506 	9054 	719 	2 	21 	222 	581 	2328 	13470 	12 	749 	16523 	319363 	266528 	230 	1950 	3690 	97 	402 	5 	1129 	68640 	201 	779 	57992 	127933 	4251 	1570 	2968 	27 	58 	273 	211 	195 	152038 	87 	1235 	33 	15 	0 		46 	27404 	0 	84 	114 	731 	12162 	189 	4186 	C 	1871 	1211 	273 	34921 	9946 	79534 	315 	33 	9 	220192 	286054 	169 		104567 	1999141 
Netherlands Antilles																																																																																
New Zealand	0 	3 	7827 	100 		28 	14 	107 	811 		0 	0 	934 	22 	25 	819 	65 	15 	0 		0 	2 	22 			0 	757 	1211 	6 	1 	349 	0 	0 	0 	0 	1743 	1 	24 	83 	7110 	92 	1 	109 	0 			1 		1780 	1 				0 	354 		1115 		0 		0 	0 		0 	C 	74 	0 	6 	C 	166 	1945 	1 	0 		4951 	17967 	0 		C 	50642 
Nicaragua	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 	2 		0 	0 		0 	0 	3 	0 			0 		0 	0 	0 					30 					0 	0 				8 		0 	0 		0 			0 			0 	0 		0 		21 	0 	0 		0 	63 
Niger	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			4 	0 		0 	0 	0 	0 			0 	2 	0 	47 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	53 
Nigeria	0 	0 	C 	3 			0 		13 		31 	0 	63 		0 	39 		0 		1 	3 		107 	1 	1 	C 	51 	90 			171 	2 	0 	0 	2 	573 	0 		13 	94 	467 	0 	14 	0 		0 	0 		2676 			911 		0 	301 		1 		0 		0 	0 		1 	C 		0 	393 	C 	15 	1 		0 		2993 	0 	0 		0 	9032 
Niue	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 			0 		0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Norfolk Island	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Norway	0 	2 	4077 	4016 		3 	259 	2563 	3285 		9 	33 	3059 	107 	31 	1991 	48 	6 	0 	26 	28 	14 	5825 		104 	8624 	18038 	38222 	22 	51 	3391 	3 	532 	1 	0 	11696 	89 	143 	2493 	41460 	3033 	35 	398 	0 		61 	0 	14 	21351 	7 	87 	2 	3 	0 	10752 	18 			1 	0 	25 	255 	30 	2 	C 	524 	147 	39 	1172 	24998 	11042 	40 	0 		34052 	73282 	61 		C 	331684 
Oman	0 	0 	C 	0 		56 	0 	0 	0 		0 	0 	1 		0 	C 		0 			0 		20 	2 		0 	22 	62 			1 	0 		1 	0 	65 	0 			3 	112 	0 	1 	0 	211 		18 		86 	1 		1 		0 	1 				0 		0 	0 		0 	C 		0 			2 	0 		0 		101 	0 	0 		0 	766 
Pakistan	0 		C 	4 		24 	0 		0 		0 	0 	60 	17 	0 	21 		0 		0 	0 		59 	6 		0 	2 	7 			33 	0 		0 	1 	32 	0 		17 	15 	35 	0 	18 	0 	13 	1 	0 		1126 	0 		169 		0 	99 		4 		0 		0 	0 		0 	C 		0 		C 	54 	4 		0 		301 	1323 	0 		0 	3444 
Palau	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Panama	0 	1 	C 	104 	38 	1 	26 	21 	602 	1 	98 	0 	642 	65 	16 	308 		79 	41 	7 	0 	0 	356 			0 	-1056 	826 			56 	0 	0 	0 	0 	451 	0 		99 	971 	9 	21 	369 	0 		0 	0 		2669 	0 		23 	6 	0 	703 		193 				0 	0 		0 	55 	1 	0 		C 	32 	515 	1 	0 		263 	23336 	2 	8 	C 	31960 
Papua New Guinea	0 		1024 	4 			0 	1 	0 		0 	0 	78 		0 	41 		0 			0 		3 			0 	6 	41 			5 	0 	0 	0 	0 	106 	0 		1 	25 	2 	0 	8 	0 					270 	3 				0 	21 		86 		0 		0 	0 		0 	0 		0 	0 	C 	11 	27 		0 		432 	1479 	0 		0 	3675 
Paraguay	0 		0 	3 			0 		112 		29 	0 		3 	1 	0 		0 			0 		2 			0 	0 	8 			8 	0 		0 	0 	17 	0 		3 	5 		0 	0 	0 					253 					0 	3 				4 		C 	0 		0 	C 		0 	0 	C 	0 	1 		0 		0 	218 	0 		0 	671 
Peru	0 	0 	57 	91 	59 	3 	3 	32 	689 	17 	4 	0 	364 	104 	505 	19 		198 	3 	68 	0 	1 	646 			0 	174 	1465 		0 	118 	1 		0 	0 	695 	5 		109 	569 	101 	0 	33 	0 		0 	0 		5358 				0 	0 	962 	0 	172 		252 		C 	0 		0 	C 	1 	2 	1 	C 	69 	189 	3 	0 		1561 	10830 	12 		C 	25546 
Philippines	0 	1 	6712 	183 	1 	6923 	0 	38 	714 		2 	0 	1187 	32 	2 	830 		0 		1 	0 		1033 			0 	841 	1709 		1 	483 	0 	0 	10 	2 	1655 	1 		229 	3045 	68 	0 	164 	0 		1 	1 		9400 	248 		31 		0 	2128 	0 	4313 		0 		0 	0 		7 	5990 	2 	3 	4 	C 	224 	648 	53 	0 		5446 	22416 	0 		C 	76782 
Pitcairn Islands	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	1 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	1 
Poland	0 	3 	1317 	8026 		57 	0 	2402 	93 		0 	85 	1147 	1 	11 	39 	1 	0 		15 	38 	1098 	1440 	6 	107 	783 	7226 	25430 	74 	356 	1132 	604 	0 	0 	0 	6633 	0 	35 	2037 	9796 	2184 	41 	522 	7 		53 	5 	39 	21412 	0 	39 	1 		0 	5262 	0 	3530 		0 	0 		100 	49 	111 	C 	1038 	252 	0 	509 	509 	4183 	14 	0 		7987 	33665 	1 		C 	151507 
Portugal	0 		256 	1483 		11 	0 	4474 	0 		694 	6 	487 	2058 	1 	171 	27 	0 		6 	118 	1 	429 		33 	969 	31405 	22326 	5 	173 	16 	0 	0 	0 	1 	49844 	0 	2 	6396 	1289 	822 	5 	37 	0 	1 	6 	0 	8 	7046 	0 	214 		0 	0 	12484 		1451 		0 		43 		C 	29 	C 	960 	147 	4 	14732 	199 	161 		0 		10412 	6425 	1 		C 	177869 
Puerto Rico	0 		C 	0 		6 	0 	4 	100 		11 	0 	54 		0 	2 		0 	0 	0 	0 		17 			0 	1 	0 			0 	0 	0 	0 	0 	54 	0 		2 	1 		0 	0 	0 			0 	0 	0 	0 				0 	25 		15 		2 		0 	0 		0 						0 	0 	0 	0 		14 	0 	0 		C 	310 
Qatar	0 	1 	27 	331 		2136 	0 	0 	823 		0 	0 	77 	1 	0 	258 	85 	0 		9 	1 		242 	111 	3 	C 	214 	833 			211 	0 		0 	0 	896 	0 		41 	1272 	208 	6 	31 	0 	2078 	1 	160 	3 	1382 	155 				0 	872 	C 	122 	35 	6 	0 	0 	0 		9 	81 		0 	0 		20 	349 	139 	0 		1436 	0 	4 		689 	15360 
Reunion	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	3 	0 			0 		0 	0 	0 					1 			0 		0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	0 	0 		0 	3 
Romania	0 	0 	12 	1706 		4 	0 	16 	212 		0 	315 	57 		0 	0 		0 			260 	155 	303 	0 	28 	0 	269 	1236 	33 	389 	103 	13 		0 	0 	175 	0 		263 	89 	298 	0 	10 	0 		26 		62 	3115 			1 		0 	460 		3 		0 	0 	300 	0 		4 		75 	37 	16 	C 	66 	106 	1 	21 		1313 	1987 	1 		C 	13544 
Russian Federation	0 	3 	1833 	2028 		373 	0 	342 	908 	1 	9 	12 	3277 	21 	39 	181 	19 	0 	1 	10 	4315 	370 	2377 		136 	2227 	11434 	4624 	22 	84 	5645 	98 	2 	0 	0 	3135 	17 	11 	791 	2712 	1026 	273 	1950 	0 		97 	61 	20 	27952 	1314 		3 	1 	0 	10497 	0 	7687 	15 	12 	0 	194 	0 	2 		C 	33 	87 	57 	C 	4374 	3596 	177 	31 		25540 	66531 	3 		C 	198591 
Rwanda	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			54 		0 			0 		0 			0 	0 		0 	0 	5 	0 			0 		0 	0 	0 					3 			40 		0 	0 		2 		0 		0 	0 		0 	C 		0 			0 	0 		0 		1 	0 	0 		0 	105 
Saint Helena	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 	1 		0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	1 
Saint Pierre and Miquelon	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	0 	0 		0 	0 
Samoa	0 		0 	0 			0 		0 		0 	0 			0 	C 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
San Marino	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 		44 	0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 	0 	0 		0 	0 	0 		0 	44 
Sao Tome and Principe	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Saudi Arabia	0 		C 	0 		1052 	0 	0 	2 		0 	0 	19 		0 	380 		0 			0 		18 	339 		0 	1771 	0 		0 	126 	0 	0 	0 	50 	4 	17 			3 	327 	0 	39 	0 	4355 		208 		35 	304 				0 	1 		1 	135 	0 		0 	0 		0 	C 		0 			0 	51 		0 		2096 	0 	0 		C 	11333 
Senegal	0 		0 	0 		51 	0 		332 		0 	0 			0 	C 		0 			0 		36 			0 	221 	78 			34 	0 		0 	0 	90 	0 		1 	14 	279 	0 	41 	0 		0 			163 			27 		0 	18 				0 		0 	0 		2 	C 		0 	10 		61 	0 		0 		83 	39 	0 		0 	1579 
Serbia, Republic of	0 		0 	58 		0 	0 	0 	47 		0 	1 	31 		0 	0 		0 			80 		156 		3 	0 	142 	218 		284 	36 	2 		0 	0 	54 	0 		49 	65 	3 	0 	3 	29 	46 	1 		2 	1962 					0 	146 				0 		C 	0 	0 	6 		4 	39 			37 	26 		0 		86 	0 	0 		C 	3614 
Seychelles	0 		0 	4 			0 	0 	0 		0 	0 			0 	0 		0 			0 		10 			0 	0 	9 		0 	11 	0 	0 	0 	0 	13 	0 		201 	0 		0 	0 	0 			1 		14 			8 		0 	0 				0 		C 	0 		118 			0 		C 	0 	30 		0 		4 	16 	0 		0 	438 
Sierra Leone	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 	0 		10 		0 	67 				0 		0 	0 		0 			0 			4 	0 		0 		192 	0 	0 		0 	273 
Singapore	0 	1 	2812 	198 		43 	65 	229 	779 		6 	0 	5022 	12 	28 	15302 	189 	0 		6 	7 	1 	668 	9 	0 	375 	1599 	2591 		1 	620 	0 	2 	7 	425 	7208 	24 	33 	290 	15079 	453 	671 	1280 	0 	3 	0 	4 	2 	18122 	15377 		1946 		7 	7889 	0 	3378 		0 	87 	C 	9 	0 	6 			6 	704 	C 	1347 	1732 	980 	0 		18939 	72896 	0 		11409 	210881 
Sint Maarten	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 					0 		0 	0 	0 		0 	0 	0 	0 		1213 	0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	6 		0 		352 	0 			0 	1570 
Slovak Republic	0 	0 	C 	4593 			0 	1791 	0 		0 	43 	28 		0 	0 	19 	0 			2 	3567 	55 		32 	91 	1130 	6386 		8 	8 	19 	0 	0 	0 	383 	0 	1 	426 	28 	230 	0 	24 	0 		10 	2 	40 	1003 		46 			0 	829 		250 		0 		76 	80 		2 			250 		C 	3 	0 	2 	0 		213 	651 	0 		C 	22320 
Slovenia	0 	0 	29 	1635 			0 	982 	59 		1 	63 	8 		0 	C 	0 	0 			0 	156 	102 		36 	154 	2183 	2893 		0 	10 	68 	0 	0 	0 	74 	0 	14 	833 	20 	2 	0 	91 	52 		37 	1 	50 	1065 		98 			0 	372 		169 		0 		129 	91 	0 	2 	C 	403 			C 	26 	211 	3 	0 		4647 	1359 	0 		C 	18130 
Solomon Islands	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 	0 	0 		0 	0 	0 		0 	0 
Somalia	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 		0 	0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
South Africa	0 	3 	2789 	319 		6 	0 	344 	1319 		4 	4 	4312 	35 	53 	83 	37 	2 	0 	15 	26 	5 	1906 	0 	1 	301 	2474 	5122 	5 	24 	936 	4 	1 	12 	2 	9395 	153 	7 	565 	5590 	174 	0 	873 	0 		1 	10 	1 	20264 	1 	3 	2509 		0 	7183 	0 	4818 	4 	2 	0 	3 	177 	0 	2 	C 		25 		C 	930 	2475 	390 	0 		15008 	85830 	6 		C 	176542 
South Sudan	0 		0 	0 			0 		0 		0 	0 				0 		0 			0 		0 					0 				0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 			0 		0 	0 			0 	0 
Spain	120 	3 	2943 	9406 		69 	12 	27718 	1138 	1 	104 	25 	5540 	17 	222 	1003 	26 	17 	5 	65 	220 	333 	5372 	1 	90 	5474 	185996 	151978 	38 	338 	432 	5 	11 	0 	3 	39599 	10 	124 	45242 	24545 	967 	54 	1013 	0 	0 	10 	63 	22 	66265 	16 	373 	1 	1184 	0 	53423 	0 	23811 		35 	0 	5 	19505 	9 	1 	4330 	3668 	233 	17 		5425 	3381 	22 	18 		60151 	98893 	225 	2 	18018 	869381 
Sri Lanka	0 		7 	12 		12 	0 		48 		0 	0 	31 		0 	277 		0 		0 	0 		96 	2 		0 	65 	190 			40 	0 		1 	1 	82 	0 		51 	90 	6 	0 	0 	0 		0 			2673 	0 		1 		0 	179 				0 	0 	0 	0 		0 	281 		0 			4 	25 	0 	0 		460 	2638 	0 		C 	7275 
St. Kitts and Nevis	0 		0 	0 			4 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 		0 	0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		79 			0 			0 	0 		0 		0 	0 	0 		0 	84 
St. Lucia	0 		0 	0 			11 		0 		1 	0 		1 	0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	18 	0 		0 	31 
St. Vincent and the Grenadines	0 		0 	1 			4 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 	1 	0 			0 	13 		0 	0 	0 	0 			0 		0 	0 	0 					7 					0 	0 				0 		0 	0 		0 			0 			0 	236 		0 		0 	1 	0 		0 	264 
Sudan	0 		0 	0 		7 	0 		0 		0 	0 			0 	0 		0 			0 		0 	23 		0 		0 			5 	0 		0 	0 	0 	0 			0 	28 	0 	0 	0 	49 		3 		0 					0 	0 		1 		0 		0 	0 		0 	C 					0 	0 		0 		6 	0 	0 		0 	122 
Suriname	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 		2 	0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 	8 	0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	10 
Swaziland	0 		C 	0 		0 	0 		0 		0 	0 			0 	0 		0 	0 		0 		0 			0 		0 			0 	0 		0 	0 	0 	0 		0 	0 	41 	5 	42 	0 			1 		2 			0 		0 	3 		3 		2 		0 	0 		0 			0 	14 		0 	0 		0 		9 		0 		C 	124 
Sweden	0 	2 	5297 	5855 	6 	4 	443 	5073 	9794 	65 	8 	58 	6945 	26 	890 	2699 	159 	26 	27 	32 	283 	166 	16108 		190 	39655 	51637 	53043 	383 	98 	5351 	67 	65 	0 	0 	27949 	1752 	47 	5017 	48564 	4945 	111 	900 	0 	0 	179 	5 	80 	85818 	9 	156 	6 	0 	0 	22240 	0 	37808 		8 	0 	363 	918 	8 	0 	C 	1017 	238 	50 	2414 		22383 	173 	0 		42123 	121567 	90 		23684 	655082 
Switzerland	2 	4 	9687 	4713 	117 	24 	131 	3485 	2054 		742 	16 	17356 	16 	57 	1973 	19 	0 	0 	22 	6 	80 	4620 	88 	13 	2201 	24547 	35831 	155 	185 	4762 	57 	79 	22 	5 	18072 	134 	322 	6991 	24199 	4373 	286 	4508 	0 	87 	15 	182 	1 	45582 	26 	85 	44 	3 	0 	28983 	0 	33139 		48 	32 	47 	363 	1 	158 	C 	7 	109 	446 	2657 	18736 		32 	1 		71248 	333492 	19 	690 	C 	708186 
Syrian Arab Republic	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 	1 		0 		0 			0 	0 		0 	0 	15 	0 			0 	2 	0 	0 	0 	86 		3 		0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	106 
Taiwan Province of China	0 	1 	2960 	162 			0 	285 	191 		0 	0 	5707 		41 	3804 	1 	0 		1 	0 	6 	866 			367 	2550 	1943 			387 	0 	1 	13 	2 	7503 	2 		400 	2768 	197 	0 	830 	0 		0 	0 	0 	18436 	363 		101 	15 	0 	5365 	0 	6479 		0 	0 	C 	12 		0 	17818 	2 	16 	12 	C 	1420 	2294 	2 	0 		24451 	87640 	0 		C 	195420 
Tajikistan	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					80 					0 	1 				0 		0 	0 		0 			0 			0 	2 		0 		0 	0 	0 		C 	83 
Tanzania	0 		0 	0 			0 		6 		0 	0 			0 	0 		0 			1 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					33 			196 		0 	1 		22 		0 		0 	0 		0 	C 		0 	0 		0 	0 		0 		116 	0 	0 		0 	376 
Thailand	0 	1 	C 	249 		17 	0 	110 	124 		0 	0 	2333 		5 	3176 	29 	0 		6 	14 	0 	1073 			403 	878 	1437 	8 	1 	280 	0 	1 	72 	4 	4355 	10 	1 	214 	3082 	185 	0 	702 	0 	2 	0 	0 		20369 	786 		328 		0 	4119 	62 	2390 		1 	88 	0 	0 		0 	11828 		11 	5 	C 	411 	1011 		0 		7529 	36732 	0 		C 	104440 
Timor-Leste, Dem. Rep. of	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 	C 					0 	0 		0 		0 	0 	0 		0 	0 
Togo	0 		0 	0 			0 		0 		0 	0 			0 	5 		0 			1 		0 			0 		0 			0 	0 		0 	0 	1 	0 			0 		0 	0 	0 					30 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	37 
Tokelau Islands	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	356 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	356 
Tonga	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Trinidad and Tobago	0 	12 	C 	24 			24 		36 		0 	0 	26 	29 	2 	C 		0 		11 	0 		76 			0 	0 	124 			0 	0 		0 	0 	47 	0 		6 	154 		0 	0 	0 					156 					0 	25 		7 		6 		0 	0 		0 			0 	1 		0 	5 		0 		15 	1160 	0 		C 	1946 
Tunisia	0 		C 	91 		26 	0 	9 	1630 		0 	0 	2 		0 	2 		0 			10 		12 	3 		0 	328 	409 		0 	6 	0 		0 	0 	214 	0 		148 	917 	106 	0 	0 	0 	183 		0 		42 	0 		6 		0 	70 	C 			0 		0 	0 		4 			0 		C 	0 	0 		0 		267 	462 	0 		C 	4948 
Turkey	0 	2 	834 	1314 		8519 	0 	173 	95 		0 	46 	1696 	23 	3 	170 	1 	0 	4 	11 	6 	56 	2171 	105 	40 	339 	2944 	5209 	5 	660 	1899 	49 	0 	4 	10 	5634 	2 	22 	1022 	6132 	2582 	0 	423 	0 	1109 	16 	21 	5 	21144 	8 	13063 	79 		0 	6641 	0 	3974 	2 	2 	0 	609 	0 	0 	115 	C 	21 	28 	1 	C 	1268 	991 	1 			31384 	50124 	1 		C 	172810 
Turkmenistan	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			1 	0 		0 		3 	0 	0 		C 	4 
Turks and Caicos Islands	0 		0 	0 			0 	0 	0 		174 	0 			0 	0 		0 			0 		0 			0 	6 	0 			0 	0 		0 	0 	0 	0 		2 	3 		0 	0 	0 					9 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		4 	121 	0 		0 	318 
Tuvalu	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Uganda	0 		0 	0 			0 		35 		0 	0 			0 	8 		0 			0 		0 			0 		0 			4 	0 		0 	0 	11 	0 			0 		0 	0 	0 					12 			64 		0 	1 		5 		0 		0 	0 		0 	C 		0 	4 		0 	0 	0 	0 		47 	54 	0 		0 	246 
Ukraine	0 	1 	C 	172 		1 	0 	2 	178 		2 	10 	230 	52 	0 	31 		0 			403 	0 	373 		12 	0 	154 	437 	2 	267 	331 	0 	1 	0 	0 	32 	0 		195 	165 	19 	0 	20 	0 		27 	1 	21 	4037 			1 		0 	694 		0 		0 	0 	67 	0 		68 	C 	6 	0 		C 	180 	85 		16 		1259 	5740 	0 		C 	15291 
United Arab Emirates	0 	0 	54 	202 		2693 	0 	171 	5699 		1 	3 	323 	4 	1 	732 	26 	0 		7 	15 	0 	216 	124 	3 	69 	1152 	1756 	6 	13 	743 	0 	0 	1 	2 	2086 	0 		203 	813 	1438 	0 	93 	0 	3298 		383 	2 	3834 	787 		155 		0 	982 	0 	199 	48 	9 	17 	C 	37 		27 	C 		10 		C 	7 	32 	1688 	0 		4397 	0 	0 		C 	34557 
United Kingdom	22 	24 	57031 	19914 	190 	1516 	313 	34479 	62796 	18 	165 	1293 	69956 	401 	2847 	69285 	1036 	118 	131 	212 	8497 	654 	26207 	134 	135 	20758 	230967 	222051 	4172 	32936 	36878 	140 	1113 	8 	351 	364428 	17741 	4178 	67333 	215929 	43548 	3792 	8455 	0 	1856 	200 	700 	51 	224784 	1689 	2254 	426 	110 	5 	127379 	1994 	103987 	25 	141 	342 	C 	12096 	284 	6379 	43641 	1819 	640 	79375 	26958 	46522 	73017 	466 	130 	46 		1128508 	197 		191915 	3710091 
United States	18718 	368 	226286 	25581 	5381 	6458 	9635 	40352 	202338 	239 	9436 	456 	528306 	18408 	51340 	78344 	1141 	11249 	401 	3457 	674 	1929 	80739 	1537 	191 	25233 	201672 	219577 	563 	1928 	38096 	1260 	1918 	326 	422 	583394 	2236 	47522 	71851 	1183093 	52835 	34742 	46413 	42 	2290 	636 	2518 	128 	606112 	13581 	915 	1891 	47151 	10 	351281 	8772 	220487 	8 	4496 	2439 	457 	9200 	251 	2079 	198278 	1075 	1183 	25469 	23684 	106279 	177216 	3786 	196 		848455 		1563 	3545 	2520799 	9022316 
